Source,Dest,Weight
LIPOFIBROBLAST           ,PLATELET/MEGAKARYOCYTE   ,0.07046486437320709
AT1                      ,IONOCYTE                 ,0.07040366530418396
LIPOFIBROBLAST           ,CAPILLARY INTERMEDIATE   ,0.0703565776348114
SEROUS                   ,SMG MUCOUS               ,0.07029547542333603
PLASMA CELLS             ,INTERSTITIAL MACROPHAGES ,0.07028680294752121
PROLIFERATING BASAL      ,TUFT                     ,0.07027709484100342
IONOCYTE                 ,PLATELET/MEGAKARYOCYTE   ,0.0702558383345604
SEROUS                   ,DENDRITIC                ,0.07013972848653793
ALVEOLAR EPITHELIAL TYPE 1,CD4+ MEMORY/EFFECTOR T   ,0.07008004188537598
PLASMA CELLS             ,NK CELLS                 ,0.0700472891330719
DEUTEROSOMAL             ,CAPILLARY                ,0.06993252784013748
ALVEOLAR EPITHELIAL TYPE 1,FIBROBLAST LINEAGE       ,0.06990846246480942
SUBMUCOSAL GLAND         ,PROLIFERATING BASAL      ,0.06980708241462708
DENDRITIC CELLS          ,CAPILLARY                ,0.06978828459978104
SMG MUCOUS               ,NATURAL KILLER           ,0.06974954903125763
DEUTEROSOMAL             ,BASOPHIL/MAST            ,0.06973465532064438
ALVEOLAR EPITHELIAL TYPE 1,DC1                      ,0.06973182410001755
CLUB (NON_NASAL)         ,MESOTHELIAL              ,0.06972099095582962
ALVEOLAR EPITHELIAL TYPE 1,MACROPHAGES              ,0.06968681514263153
PLASMA CELLS             ,CD4+ MEMORY/EFFECTOR T   ,0.06968250870704651
SMG SEROUS (NASAL)       ,PROLIFERATING BASAL      ,0.0696689784526825
PROLIFERATING BASAL      ,CLASSICAL MONOCYTES      ,0.06966769695281982
SMG MUCOUS               ,SMG SEROUS (BRONCHIAL)   ,0.06963581591844559
IGSF21+ DENDRITIC        ,TREM2+ DENDRITIC         ,0.06962895393371582
ALVEOLAR EPITHELIAL TYPE 1,CLUB                     ,0.06945202499628067
LIPOFIBROBLAST           ,SMG SEROUS (BRONCHIAL)   ,0.06942049413919449
IGSF21+ DENDRITIC        ,LIPOFIBROBLAST           ,0.06940038502216339
PLASMA CELLS             ,VEIN                     ,0.06929182261228561
AIRWAY SMOOTH MUSCLE     ,DEUTEROSOMAL             ,0.06927314400672913
PLASMA CELLS             ,MYOFIBROBLASTS           ,0.06915300339460373
ALVEOLAR EPITHELIAL TYPE 1,EC CAPILLARY             ,0.06909184902906418
MESOTHELIAL              ,BASOPHIL/MAST            ,0.06907816976308823
TREM2+ DENDRITIC         ,IONOCYTE                 ,0.06901852786540985
ALVEOLAR EPITHELIAL TYPE 1,CD8+ MEMORY/EFFECTOR T   ,0.06897991895675659
ALVEOLAR MΦ CCL3+        ,CAPILLARY                ,0.06888468563556671
LIPOFIBROBLAST           ,CILIATED                 ,0.06884566694498062
SEROUS                   ,MIGRATORY DCS            ,0.06874451786279678
LIPOFIBROBLAST           ,ALVEOLAR MΦ CCL3+        ,0.06861697137355804
CAPILLARY                ,CD8 T                    ,0.06860610097646713
CLUB (NON_NASAL)         ,PLATELET/MEGAKARYOCYTE   ,0.06859899312257767
IONOCYTE                 ,ALVEOLAR MΦ PROLIFERATING,0.06857425719499588
PLASMA CELLS             ,CAPILLARY INTERMEDIATE 2 ,0.06857375055551529
ALVEOLAR EPITHELIAL TYPE 1,MACROPHAGE               ,0.06856947392225266
PLATELET/MEGAKARYOCYTE   ,PLASMA CELLS             ,0.06851645559072495
PLASMA CELLS             ,MIGRATORY DCS            ,0.06851319223642349
ALVEOLAR EPITHELIAL TYPE 1,CD8 T CELLS              ,0.06850368529558182
PROLIFERATING BASAL      ,MULTICILIATED (NASAL)    ,0.06839470565319061
SMG SEROUS (NASAL)       ,AT2 PROLIFERATING        ,0.06838276982307434
ALVEOLAR MΦ CCL3+        ,DEUTEROSOMAL             ,0.06836234033107758
MACROPHAGE               ,LYMPHOID                 ,0.06835290044546127
DENDRITIC CELLS          ,DEUTEROSOMAL             ,0.06832950562238693
ALVEOLAR EPITHELIAL TYPE 1,TRANSITIONAL CLUB AT2    ,0.06824887543916702
LIPOFIBROBLAST           ,AT2 PROLIFERATING        ,0.06824097782373428
PLASMA CELLS             ,SUBPLEURAL FIBROBLASTS   ,0.0682268813252449
PLATELET/MEGAKARYOCYTE   ,GOBLET (BRONCHIAL)       ,0.0681755393743515
AT1                      ,TREM2+ DENDRITIC         ,0.0681583434343338
AT1                      ,ALVEOLAR MΦ CCL3+        ,0.06815370172262192
ALVEOLAR EPITHELIAL TYPE 1,FIBROMYOCYTES            ,0.06810750812292099
AT2 PROLIFERATING        ,AT1                      ,0.06807254999876022
MESOTHELIAL              ,RARE                     ,0.06803658604621887
AT1                      ,PROLIFERATING BASAL      ,0.06802520155906677
LIPOFIBROBLAST           ,INTERSTITIAL MACROPHAGES ,0.0679917111992836
POSITIVE                 ,NEUROENDOCRINE           ,0.06796427071094513
MACROPHAGE               ,CD8 T                    ,0.06792831420898438
SECRETORY                ,PLASMA CELLS             ,0.06788861751556396
ALVEOLAR EPITHELIAL TYPE 1,BRONCHIAL VESSEL         ,0.06788408011198044
BASOPHIL/MAST 1          ,PLATELET/MEGAKARYOCYTE   ,0.06779585778713226
SMG MUCOUS               ,DC1                      ,0.06776172667741776
ALVEOLAR EPITHELIAL TYPE 1,CLUB (NON_NASAL)         ,0.0677250400185585
SEROUS                   ,SMG SEROUS (NASAL)       ,0.0676550641655922
ALVEOLAR EPITHELIAL TYPE 1,GOBLET (NASAL)           ,0.06760817766189575
PLASMA CELLS             ,GOBLET (NASAL)           ,0.06760653108358383
IGSF21+ DENDRITIC        ,PROLIFERATING BASAL      ,0.06755324453115463
ALVEOLAR EPITHELIAL TYPE 1,CLUB (NASAL)             ,0.06753458827733994
IONOCYTE                 ,DENDRITIC                ,0.06752195954322815
MESOTHELIAL              ,PROLIFERATING BASAL      ,0.0674627497792244
TREM2+ DENDRITIC         ,SMG DUCT                 ,0.06745710223913193
CILIATED                 ,AIRWAY SMOOTH MUSCLE     ,0.06736769527196884
PLASMA CELLS             ,INTERSTITIAL MΦ PERIVASCULAR,0.06736122816801071
AT2 PROLIFERATING        ,DENDRITIC CELLS          ,0.06725620478391647
SEROUS                   ,MUCOUS                   ,0.06722822040319443
ALVEOLAR EPITHELIAL TYPE 1,T CELL LINEAGE           ,0.06719506531953812
SMG MUCOUS               ,DENDRITIC CELLS          ,0.06719227135181427
PROLIFERATING BASAL      ,INTERSTITIAL MACROPHAGES ,0.0670987218618393
PROLIFERATING BASAL      ,GOBLET (BRONCHIAL)       ,0.06704626977443695
PROXIMAL CILIATED        ,LIPOFIBROBLAST           ,0.06702177226543427
PLASMA CELLS             ,ADVENTITIAL FIBROBLAST   ,0.06697497516870499
LIPOFIBROBLAST           ,PERICYTES                ,0.06693638861179352
PROLIFERATING BASAL      ,SMG SEROUS (BRONCHIAL)   ,0.06691840291023254
MESOTHELIAL              ,SMG MUCOUS               ,0.06691087782382965
PROLIFERATING BASAL      ,POSITIVE                 ,0.06679582595825195
ALVEOLAR EPITHELIAL TYPE 1,INNATE LYMPHOID CELL NK  ,0.0666484460234642
PROLIFERATING BASAL      ,CD16+ MONOCYTE           ,0.06662189215421677
LIPOFIBROBLAST           ,B                        ,0.06662019342184067
PLASMA CELLS             ,ADVENTITIAL FIBROBLASTS  ,0.06661149114370346
CILIATED                 ,PROLIFERATING BASAL      ,0.06659212708473206
SEROUS                   ,CD4+ NAIVE T             ,0.06658721715211868
SMG MUCOUS               ,ALVEOLAR MACROPHAGES     ,0.06658507883548737
PROLIFERATING BASAL      ,PLASMACYTOID DENDRITIC   ,0.06654366850852966
IONOCYTE                 ,PROLIFERATING BASAL      ,0.06644409149885178
PLASMA CELLS             ,CLUB (NON_NASAL)         ,0.06644073128700256
PLASMA CELLS             ,ALVEOLAR EPITHELIUM      ,0.06641864776611328
MESOTHELIAL              ,ALVEOLAR EPITHELIAL TYPE 1,0.06640774011611938
PROXIMAL CILIATED        ,SEROUS                   ,0.06634446233510971
ALVEOLAR EPITHELIAL TYPE 1,FIBROBLASTS              ,0.0663386732339859
SEROUS                   ,CAPILLARY INTERMEDIATE   ,0.06623786687850952
SMG MUCOUS               ,SMG SEROUS (NASAL)       ,0.06620779633522034
IONOCYTE                 ,TREM2+ DENDRITIC         ,0.06616795808076859
ALVEOLAR MΦ PROLIFERATING,DC2                      ,0.06614518165588379
LIPOFIBROBLAST           ,NON CLASSICAL MONOCYTES  ,0.06607943773269653
DC1                      ,MESOTHELIAL              ,0.06601156294345856
AT2 PROLIFERATING        ,MESOTHELIAL              ,0.0659978836774826
SMG DUCT                 ,ALVEOLAR MΦ PROLIFERATING,0.06599471718072891
SMG MUCOUS               ,SUBMUCOSAL SECRETORY     ,0.06598278135061264
IONOCYTE                 ,SMG SEROUS (NASAL)       ,0.06591131538152695
ALVEOLAR EPITHELIAL TYPE 1,BASAL RESTING            ,0.06588740646839142
MACROPHAGE               ,BASOPHIL/MAST 1          ,0.06588422507047653
ALVEOLAR EPITHELIAL TYPE 1,SMG MUCOUS               ,0.06583315879106522
ALVEOLAR EPITHELIAL TYPE 1,EPITHELIAL               ,0.06581233441829681
PROLIFERATING BASAL      ,INTERSTITIAL MΦ PERIVASCULAR,0.06575547158718109
ALVEOLAR EPITHELIAL TYPE 1,PROLIFERATING MACROPHAGE ,0.06567849963903427
SMG MUCOUS               ,CAPILLARY INTERMEDIATE 2 ,0.06566476076841354
ALVEOLAR EPITHELIAL TYPE 1,EC ARTERIAL              ,0.06562388688325882
SEROUS                   ,DC1                      ,0.06556294858455658
CLUB (NON_NASAL)         ,SEROUS                   ,0.065559022128582
ALVEOLAR MΦ PROLIFERATING,B                        ,0.06551927328109741
ALVEOLAR EPITHELIAL TYPE 1,CD16+ MONOCYTE           ,0.06547574698925018
SMG SEROUS (BRONCHIAL)   ,PLASMA CELLS             ,0.06536517292261124
SMG MUCOUS               ,SMG DUCT                 ,0.06529337167739868
PROLIFERATING BASAL      ,ALVEOLAR MΦ PROLIFERATING,0.06528729200363159
ALVEOLAR EPITHELIAL TYPE 1,SECRETORY                ,0.06525222957134247
SEROUS                   ,SUBMUCOSAL GLAND         ,0.06518702954053879
ALVEOLAR MΦ CCL3+        ,ALVEOLAR EPITHELIAL TYPE 1,0.06502210348844528
PLASMA CELLS             ,TRANSITIONAL CLUB AT2    ,0.06493404507637024
AT2 PROLIFERATING        ,ALVEOLAR EPITHELIAL TYPE 1,0.06492485105991364
AIRWAY SMOOTH MUSCLE     ,BASOPHIL/MAST 1          ,0.0648471862077713
PROLIFERATING BASAL      ,CLASSICAL MONOCYTE       ,0.06484328955411911
IGSF21+ DENDRITIC        ,PROXIMAL CILIATED        ,0.06482010334730148
PROXIMAL CILIATED        ,PLATELET/MEGAKARYOCYTE   ,0.06481938809156418
ALVEOLAR EPITHELIAL TYPE 1,BASOPHIL/MAST 2          ,0.0648191049695015
TREM2+ DENDRITIC         ,PROXIMAL BASAL           ,0.06481758505105972
PROXIMAL CILIATED        ,PROLIFERATING BASAL      ,0.06473413854837418
IONOCYTE                 ,PROXIMAL BASAL           ,0.06471318006515503
PLASMA CELLS             ,PROXIMAL CILIATED        ,0.06464972347021103
SEROUS                   ,B CELLS                  ,0.06458792835474014
AT1                      ,ALVEOLAR EPITHELIAL TYPE 1,0.06457991898059845
TREM2+ DENDRITIC         ,SMG SEROUS (NASAL)       ,0.06452737003564835
INTERSTITIAL MACROPHAGES ,BASOPHIL/MAST 1          ,0.06452678143978119
LIPOFIBROBLAST           ,ARTERY                   ,0.06451598554849625
PLASMA CELLS             ,CD8 T CELLS              ,0.06450261175632477
ALVEOLAR MΦ PROLIFERATING,B CELL LINEAGE           ,0.06446662545204163
ALVEOLAR EPITHELIAL TYPE 1,PLASMACYTOID DCS         ,0.06445155292749405
SUBMUCOSAL SECRETORY     ,PLASMA CELLS             ,0.06445018202066422
PROLIFERATING BASAL      ,SMG SEROUS               ,0.06441580504179001
MESOTHELIAL              ,ALVEOLAR MΦ PROLIFERATING,0.06439907103776932
PLASMA CELLS             ,SECRETORY                ,0.0643535852432251
LIPOFIBROBLAST           ,PLASMACYTOID DENDRITIC   ,0.06432923674583435
SMG DUCT                 ,SEROUS                   ,0.06431703269481659
SEROUS                   ,B CELL LINEAGE           ,0.06428438425064087
IMMUNE                   ,BASOPHIL/MAST 1          ,0.06421445310115814
PLASMA CELLS             ,B CELL LINEAGE           ,0.06420069932937622
SEROUS                   ,MACROPHAGE               ,0.06417244672775269
PLASMA CELLS             ,PROLIFERATING MACROPHAGE ,0.06412765383720398
MESOTHELIAL              ,LIPOFIBROBLAST           ,0.06409924477338791
TREM2+ DENDRITIC         ,NONCLASSICAL MONOCYTE    ,0.06407882273197174
PROLIFERATING BASAL      ,ALVEOLAR EPITHELIAL TYPE 1,0.06405648589134216
MESOTHELIAL              ,TREM2+ DENDRITIC         ,0.06397560238838196
MONOCYTES                ,PLASMA CELLS             ,0.06397457420825958
ALVEOLAR MΦ PROLIFERATING,ALVEOLAR MACROPHAGES     ,0.06396566331386566
PLASMA CELLS             ,FIBROMYOCYTES            ,0.06391724199056625
PLASMA CELLS             ,NON CLASSICAL MONOCYTES  ,0.06390967965126038
SMG SEROUS (NASAL)       ,GOBLET (BRONCHIAL)       ,0.06388988345861435
POSITIVE                 ,SM ACTIVATED STRESS RESPONSE,0.06382523477077484
MONOCYTES                ,IONOCYTE                 ,0.06377673894166946
PLASMA CELLS             ,STROMA                   ,0.06376131623983383
LYMPHOID                 ,BASOPHIL/MAST 1          ,0.06375767290592194
SMG SEROUS (NASAL)       ,SECRETORY                ,0.06373222917318344
SMG MUCOUS               ,ARTERY                   ,0.06368998438119888
SMG MUCOUS               ,INTERSTITIAL MΦ PERIVASCULAR,0.06368488818407059
SMG MUCOUS               ,TUFT                     ,0.06367918103933334
ALVEOLAR EPITHELIAL TYPE 1,FIBROMYOCYTE             ,0.06365934014320374
SUBMUCOSAL GLAND         ,AT1                      ,0.06363512575626373
BASOPHIL/MAST 1          ,ALVEOLAR MΦ CCL3+        ,0.06360776722431183
SEROUS                   ,CD4 T CELLS              ,0.06354843825101852
ALVEOLAR EPITHELIAL TYPE 1,ADVENTITIAL FIBROBLASTS  ,0.06352344900369644
INTERSTITIAL MACROPHAGES ,LYMPHOID                 ,0.06349344551563263
AT1                      ,SMG MUCOUS               ,0.06347604840993881
CILIATED                 ,POSITIVE                 ,0.06342481076717377
BLOOD VESSELS            ,BASOPHIL/MAST 1          ,0.06342392414808273
SEROUS                   ,ALVEOLAR MACROPHAGES     ,0.06339673697948456
PLASMA CELLS             ,EPITHELIAL               ,0.06339343637228012
SEROUS                   ,T CELLS PROLIFERATING    ,0.06327072530984879
SECRETORY                ,ALVEOLAR EPITHELIAL TYPE 1,0.06322997808456421
PLATELET/MEGAKARYOCYTE   ,IONOCYTE                 ,0.06321528553962708
SEROUS                   ,PLASMACYTOID DENDRITIC   ,0.06319919973611832
PLASMA CELLS             ,CILIATED                 ,0.0631583034992218
ALVEOLAR EPITHELIAL TYPE 1,VASCULAR SMOOTH MUSCLE   ,0.06313128024339676
TREM2+ DENDRITIC         ,PLATELET/MEGAKARYOCYTE   ,0.06311822682619095
PLASMA CELLS             ,IMMUNE                   ,0.06310699135065079
CILIATED                 ,PROXIMAL BASAL           ,0.06307441741228104
TREM2+ DENDRITIC         ,SECRETORY                ,0.06307234615087509
SUBMUCOSAL GLAND         ,AT2 PROLIFERATING        ,0.06301983445882797
AT1                      ,AT2 PROLIFERATING        ,0.06299305707216263
PROXIMAL BASAL           ,ALVEOLAR EPITHELIAL TYPE 1,0.06298024952411652
ALVEOLAR EPITHELIAL TYPE 1,LYMPHATIC EC PROLIFERATING,0.06296168267726898
LIPOFIBROBLAST           ,AT2                      ,0.06295446306467056
TREM2+ DENDRITIC         ,ALVEOLAR MΦ CCL3+        ,0.06294821202754974
SMG SEROUS (NASAL)       ,AT1                      ,0.06291386485099792
AT2 PROLIFERATING        ,PROXIMAL CILIATED        ,0.06276443600654602
PLASMA CELLS             ,EC CAPILLARY             ,0.06275269389152527
ALVEOLAR EPITHELIAL TYPE 1,NK CELLS                 ,0.06274864077568054
PLATELET/MEGAKARYOCYTE   ,SMG MUCOUS               ,0.06274757534265518
SEROUS                   ,MONOCYTES                ,0.06257349252700806
INTERSTITIAL MACROPHAGES ,CD8 T                    ,0.06254970282316208
INTERSTITIAL MACROPHAGES ,DEUTEROSOMAL             ,0.06254450976848602
ARTERY                   ,CD8 T                    ,0.06250263005495071
DENDRITIC CELLS          ,PLATELET/MEGAKARYOCYTE   ,0.062486205250024796
SMG SEROUS (NASAL)       ,ALVEOLAR MΦ PROLIFERATING,0.0624580904841423
ALVEOLAR EPITHELIAL TYPE 1,BRONCHIAL VESSEL 2       ,0.06245095282793045
SMG MUCOUS               ,SUBMUCOSAL GLAND         ,0.06240937113761902
SMG MUCOUS               ,MACROPHAGE               ,0.0623796209692955
SMG SEROUS (NASAL)       ,LIPOFIBROBLAST           ,0.06223396584391594
ALVEOLAR MΦ PROLIFERATING,SMG SEROUS (NASAL)       ,0.0621277317404747
TREM2+ DENDRITIC         ,POSITIVE                 ,0.062061186879873276
POSITIVE                 ,MULTICILIATED            ,0.062030453234910965
MESOTHELIAL              ,NEUROENDOCRINE           ,0.061958197504282
SMG SEROUS (NASAL)       ,TREM2+ DENDRITIC         ,0.0619208961725235
PLATELET/MEGAKARYOCYTE   ,ALVEOLAR EPITHELIAL TYPE 1,0.061905387789011
LIPOFIBROBLAST           ,SUBMUCOSAL SECRETORY     ,0.06185662001371384
SMG SEROUS (NASAL)       ,SMG DUCT                 ,0.06183873489499092
PLASMA CELLS             ,BRONCHIAL VESSEL         ,0.061713509261608124
PROLIFERATING BASAL      ,DC2                      ,0.06167569383978844
DENDRITIC CELLS          ,BLOOD VESSELS            ,0.061657197773456573
AT1                      ,POSITIVE                 ,0.06162967532873154
MESOTHELIAL              ,CAPILLARY                ,0.06159137934446335
POSITIVE                 ,RARE                     ,0.06157780438661575
SEROUS                   ,PROLIFERATING BASAL      ,0.06154167279601097
ALVEOLAR MΦ PROLIFERATING,SUBMUCOSAL GLAND         ,0.06153898313641548
IONOCYTE                 ,SECRETORY                ,0.06152280792593956
IONOCYTE                 ,SMG MUCOUS               ,0.06151530146598816
ALVEOLAR EPITHELIAL TYPE 1,SUBMUCOSAL GLAND         ,0.061508629471063614
IMMUNE                   ,CD8 T                    ,0.061493199318647385
ALVEOLAR MΦ PROLIFERATING,SUBMUCOSAL SECRETORY     ,0.06147801876068115
ALVEOLAR EPITHELIAL TYPE 1,SMG SEROUS               ,0.061456888914108276
POSITIVE                 ,LYMPHATIC EC MATURE      ,0.06145017221570015
AIRWAY SMOOTH MUSCLE     ,CAPILLARY                ,0.0613536611199379
POSITIVE                 ,LYMPHATIC EC DIFFERENTIATING,0.061309464275836945
LIPOFIBROBLAST           ,MYELOID DENDRITIC TYPE 2 ,0.06128779053688049
TREM2+ DENDRITIC         ,IGSF21+ DENDRITIC        ,0.06128530576825142
ALVEOLAR MΦ PROLIFERATING,DENDRITIC CELLS          ,0.061262574046850204
CAPILLARY                ,LYMPHOID                 ,0.06121598184108734
SMG DUCT                 ,ARTERY                   ,0.061194226145744324
PROLIFERATING BASAL      ,PERICYTE                 ,0.061176516115665436
PROLIFERATING BASAL      ,PROXIMAL BASAL           ,0.061160050332546234
SUBMUCOSAL GLAND         ,ALVEOLAR MΦ PROLIFERATING,0.0611368864774704
AT1                      ,B                        ,0.06112654507160187
ALVEOLAR EPITHELIAL TYPE 1,MUCOUS                   ,0.061118487268686295
IONOCYTE                 ,SUBMUCOSAL GLAND         ,0.06111045554280281
MACROPHAGE               ,DEUTEROSOMAL             ,0.06110282242298126
LIPOFIBROBLAST           ,MYOFIBROBLAST            ,0.06108570098876953
SMG MUCOUS               ,MYELOID DENDRITIC TYPE 2 ,0.06106242910027504
LIPOFIBROBLAST           ,CAPILLARY INTERMEDIATE 2 ,0.061043594032526016
IGSF21+ DENDRITIC        ,SEROUS                   ,0.06101948767900467
